duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
8795,icmp,smtp,SF,70190,99831,0,1,2,14,5,1,3,0,0,7,0,0,1,0,0,0,57,353,0.96,0.34,0.01,0.48,0.29,0.47,0.76,27,170,0.01,0.15,0.26,0.9,0.85,0.74,0.31,0.17,nmap
1323,tcp,ftp,REJ,68094,5613,1,1,0,7,0,1,4,0,0,8,4,4,1,0,1,0,280,22,0.9,0.23,0.56,0.81,0.83,0.77,0.2,248,236,0.8,0.66,0.32,0.43,0.64,0.5,0.12,0.38,satan
9289,udp,domain_u,REJ,53188,72146,1,1,0,5,3,1,6,0,1,2,5,5,5,0,1,1,465,167,0.23,0.86,0.49,0.77,0.74,1.0,0.43,141,106,0.82,0.41,0.77,0.77,0.52,0.97,0.78,0.82,back
7289,tcp,ftp,SF,44088,17516,1,0,2,15,0,0,3,1,1,9,3,3,0,0,0,0,385,2,0.94,0.42,0.57,0.76,0.78,0.75,0.05,221,85,0.98,0.74,0.69,0.64,0.51,0.28,0.19,0.6,satan
8242,tcp,http,S0,34577,86086,1,0,0,17,1,1,7,1,1,9,5,0,5,0,0,0,407,451,0.67,0.31,0.69,0.37,0.08,0.62,0.84,228,201,0.65,0.82,0.12,0.03,0.37,0.71,0.5,0.57,ipsweep
6943,udp,ftp,SH,10943,91922,0,2,1,13,4,1,10,0,1,2,3,3,0,0,1,0,401,99,0.75,0.99,0.33,0.12,0.06,0.88,0.12,189,181,0.35,0.22,0.18,0.61,0.11,0.62,0.82,0.43,smurf
4698,icmp,eco_i,S0,35000,35299,1,2,3,10,5,0,3,0,0,2,0,5,0,0,1,1,264,483,0.72,0.69,0.59,0.6,0.64,0.84,0.31,60,124,0.39,0.41,0.92,0.57,0.87,0.72,0.04,0.41,back
168,tcp,smtp,S0,12161,50228,0,3,2,2,2,0,6,0,0,6,0,1,3,0,1,1,70,20,0.85,0.96,0.71,0.57,0.38,0.97,0.77,136,0,0.2,0.22,0.1,0.1,0.69,0.77,0.0,0.17,ipsweep
5720,tcp,smtp,RSTR,7838,76148,1,3,2,5,5,1,1,0,0,10,2,0,1,0,0,0,321,289,0.94,0.34,0.67,0.95,0.88,0.81,0.26,86,139,0.59,0.76,0.81,0.69,0.83,0.18,0.74,0.55,smurf
3540,udp,eco_i,SF,81336,70464,1,3,2,16,2,1,8,0,1,8,0,1,5,0,1,1,480,239,0.03,0.08,0.78,0.67,0.28,0.87,0.48,99,100,0.82,0.47,0.92,0.11,0.93,0.95,0.65,0.21,normal
4124,icmp,private,S0,45886,53035,1,1,3,6,4,0,1,0,0,0,1,0,1,0,1,0,429,418,0.74,0.97,0.41,0.85,0.05,0.57,0.24,228,36,0.71,0.12,0.26,0.68,0.48,0.53,0.72,0.56,warezclient
6059,udp,http,RSTR,49849,78125,1,2,0,14,3,1,2,0,0,7,2,2,2,0,0,0,250,247,0.36,0.51,0.07,0.64,0.23,0.56,0.03,32,44,0.18,0.15,0.47,0.5,0.93,0.91,0.38,0.62,portsweep
4085,tcp,eco_i,S0,26156,11563,1,2,2,18,4,1,7,1,1,0,3,4,0,0,0,0,178,264,0.59,0.91,0.9,0.48,0.14,0.77,0.47,230,227,0.53,0.85,0.92,0.37,0.3,0.16,0.89,0.1,portsweep
4885,icmp,eco_i,REJ,42486,11629,1,3,1,6,1,0,4,1,1,1,1,2,2,0,0,0,127,307,0.41,0.48,0.86,0.67,0.5,0.06,0.04,213,25,0.24,0.68,0.66,0.76,0.07,0.38,0.49,0.18,nmap
1535,udp,private,S0,39374,73943,0,1,1,2,0,1,3,0,0,5,3,1,1,0,0,0,276,377,0.63,0.45,0.87,0.59,0.94,0.58,0.6,241,52,0.11,0.43,0.6,0.76,0.34,0.29,0.03,0.01,nmap
8625,tcp,ftp,SH,60421,5077,0,1,3,0,4,1,0,1,0,6,1,4,3,0,0,1,437,206,0.31,0.06,0.43,0.46,0.33,0.78,0.95,174,9,0.63,0.37,0.08,0.14,0.26,0.89,0.23,0.1,satan
5348,icmp,ftp,RSTR,97521,47968,1,1,0,6,5,1,4,1,0,5,1,1,3,0,0,0,140,42,0.17,0.24,0.08,0.32,0.87,0.07,0.01,60,116,0.37,0.88,0.88,0.67,0.53,0.66,0.72,0.95,ipsweep
5887,tcp,private,SF,36594,80790,1,1,1,5,3,0,5,0,0,0,1,0,4,0,0,1,314,449,0.15,0.2,0.72,0.73,0.87,0.08,0.81,69,168,0.1,0.16,0.84,0.38,0.79,0.24,0.95,0.85,portsweep
2207,tcp,ftp,RSTR,46606,1213,1,2,0,20,4,0,10,0,0,4,0,3,4,0,0,1,219,508,0.72,0.57,0.44,0.08,0.52,0.67,0.39,70,194,0.73,0.3,0.63,0.01,0.88,0.14,0.6,0.47,satan
5370,tcp,domain_u,SH,42138,38292,1,0,3,13,0,1,8,0,0,6,4,4,3,0,1,1,259,29,0.95,0.92,0.94,0.71,0.88,0.52,0.22,8,4,0.87,0.71,0.52,0.06,0.77,0.4,0.81,0.93,smurf
1816,icmp,http,S0,11509,90483,1,0,1,0,0,0,7,0,0,4,2,1,3,0,0,1,42,144,0.33,0.48,0.45,0.3,0.7,0.09,0.45,108,79,0.42,0.7,0.89,0.72,1.0,0.93,0.17,0.53,ipsweep
747,udp,http,S0,38597,24237,1,1,2,11,2,0,0,1,0,5,5,0,0,0,1,0,346,69,0.41,0.57,0.63,0.91,0.77,1.0,0.24,91,176,0.83,0.95,0.38,0.8,0.23,0.54,0.94,0.53,back
2009,tcp,smtp,SH,98876,4699,1,3,3,0,0,0,9,1,1,9,0,3,0,0,1,1,172,3,0.15,0.28,0.37,0.6,0.4,0.25,0.7,14,177,0.38,0.7,0.11,0.58,0.09,0.19,0.95,0.54,teardrop
8630,udp,http,S0,54365,5287,0,2,1,3,2,0,8,1,1,10,4,2,0,0,0,0,361,482,0.59,0.04,0.11,0.15,0.26,0.67,0.07,97,125,0.41,0.39,0.88,0.53,0.8,0.37,0.37,0.36,warezclient
1962,udp,http,S0,49624,70125,1,2,1,11,4,0,3,0,1,8,1,2,5,0,0,0,49,501,0.05,0.88,0.11,0.41,0.37,0.01,0.73,114,157,0.24,0.39,0.37,0.01,0.26,0.83,0.63,0.21,smurf
9863,udp,private,RSTR,41184,65659,0,3,2,9,2,0,5,0,0,6,4,2,4,0,0,1,37,104,0.24,0.47,0.94,0.22,0.44,0.38,0.29,196,6,0.32,0.27,0.36,0.24,0.26,0.65,0.68,0.73,portsweep
348,udp,eco_i,SH,72816,97863,1,1,1,13,4,1,6,0,1,4,4,5,3,0,0,1,274,387,0.27,0.38,0.66,0.81,0.66,0.28,0.6,144,105,0.81,0.5,0.55,0.05,0.01,0.51,0.06,0.58,warezclient
4987,tcp,eco_i,SF,93667,60085,1,1,0,1,4,0,5,1,1,4,1,2,5,0,1,0,404,503,0.95,0.1,0.34,0.31,0.54,0.34,0.93,24,185,0.01,0.91,0.9,0.56,0.07,0.09,0.35,0.92,normal
5864,udp,eco_i,S0,22967,3602,0,0,0,6,0,1,1,1,1,8,4,5,3,0,0,1,37,352,0.22,0.78,0.31,0.07,0.92,0.7,0.67,248,60,0.51,0.77,0.37,0.01,0.97,0.99,0.52,0.36,smurf
5069,udp,eco_i,S0,96728,64632,1,3,2,10,0,0,4,1,0,4,1,3,0,0,1,1,248,26,0.02,0.14,0.32,0.19,0.84,0.88,0.91,107,84,0.46,0.68,0.87,0.64,0.98,0.27,0.22,0.92,back
9350,icmp,private,SH,9257,41434,0,2,0,11,0,0,3,1,0,6,2,2,1,0,1,0,217,470,0.59,0.24,0.81,0.36,0.21,0.05,0.2,172,241,0.06,0.88,0.85,0.74,0.51,0.49,0.25,0.85,back
3041,udp,smtp,SF,40468,5026,0,0,1,12,2,1,0,0,1,4,3,4,2,0,1,0,238,195,0.86,0.02,0.49,0.92,0.37,0.11,0.99,85,134,0.11,0.9,0.14,0.88,0.73,0.19,0.81,0.26,nmap
3665,icmp,domain_u,REJ,55061,53855,0,1,2,8,2,1,2,1,1,8,1,1,4,0,0,0,93,401,0.58,0.06,0.72,0.03,0.51,0.47,0.31,26,181,0.73,0.84,0.7,0.33,0.02,0.52,0.0,0.6,normal
4637,icmp,http,SH,48944,99838,1,3,2,8,5,1,0,1,1,8,5,1,4,0,0,1,496,247,0.57,0.52,0.48,0.39,0.46,0.56,0.89,119,180,0.24,0.84,0.86,0.27,0.93,0.8,0.68,0.12,satan
8743,tcp,private,RSTR,27106,4277,1,2,1,10,3,1,9,1,0,3,0,4,1,0,1,0,28,90,0.03,0.88,0.26,0.26,0.41,0.7,0.98,14,30,0.38,0.03,0.81,0.9,0.02,0.93,0.49,0.64,teardrop
1344,tcp,private,RSTR,28429,62139,0,2,3,5,5,0,5,0,0,0,3,2,2,0,1,1,166,186,0.81,0.12,0.6,0.8,0.45,0.47,0.16,186,215,0.73,0.74,0.79,0.68,0.99,0.78,0.66,0.55,satan
9394,tcp,smtp,REJ,55876,35870,1,3,1,13,3,1,0,0,1,4,5,4,4,0,0,0,196,83,0.14,0.98,0.62,0.92,0.25,0.53,0.18,221,100,0.46,0.31,0.94,0.07,0.91,0.63,0.31,0.44,back
9404,udp,ftp,SH,10150,61108,0,0,2,2,5,1,3,0,1,8,1,2,1,0,1,1,500,24,0.13,0.47,0.18,0.18,0.25,0.12,0.12,81,171,0.95,0.48,0.87,0.64,0.26,0.31,0.32,0.93,teardrop
2415,icmp,smtp,S0,37609,97902,0,0,2,11,5,0,10,0,0,8,1,0,5,0,0,1,475,401,0.79,0.2,0.02,0.15,0.71,0.45,0.26,236,210,0.56,0.75,0.48,0.39,0.76,0.52,0.89,0.78,ipsweep
1333,icmp,ftp,SF,57030,90232,0,2,2,8,5,0,7,1,1,1,2,5,5,0,0,1,80,359,0.51,0.41,0.1,0.29,0.9,0.51,0.87,192,122,0.92,0.63,0.87,0.19,0.32,0.53,0.46,0.65,neptune
3683,icmp,domain_u,SH,23079,48602,1,3,1,6,0,1,10,1,0,6,1,0,0,0,0,0,33,102,0.3,0.2,0.75,0.35,0.71,0.94,0.23,207,119,0.02,0.68,0.08,0.53,0.92,0.4,0.59,0.28,teardrop
3126,udp,http,RSTR,85142,88394,1,2,3,1,2,0,5,0,1,6,1,1,1,0,0,1,27,240,0.97,0.95,0.29,0.27,0.31,0.47,0.8,206,118,0.91,0.96,0.1,0.17,0.15,0.11,0.4,0.92,satan
4462,tcp,smtp,RSTR,93468,82312,1,2,2,5,1,1,5,0,0,10,1,3,3,0,1,0,251,120,0.8,0.18,0.8,0.78,0.08,0.32,0.66,165,253,0.2,0.5,0.98,0.26,0.28,0.5,0.88,0.11,smurf
9809,udp,eco_i,S0,21969,79445,0,2,3,9,1,1,10,1,1,1,3,4,0,0,0,1,319,289,0.78,0.38,0.37,0.1,0.81,0.47,0.59,103,97,0.56,0.09,0.56,0.08,0.82,0.2,0.15,0.29,nmap
1129,icmp,private,SH,83049,35993,0,1,0,2,0,0,0,0,0,7,4,5,0,0,1,0,69,28,0.99,0.05,0.91,0.3,0.67,0.32,0.25,129,219,0.19,0.87,0.1,0.25,0.29,0.92,0.48,0.49,smurf
2471,icmp,private,SH,24893,54081,1,3,0,10,3,0,3,1,1,8,5,2,4,0,0,1,333,203,0.15,0.55,0.08,0.45,0.76,0.8,0.36,27,65,0.59,0.1,0.24,0.39,0.43,0.56,0.73,0.3,ipsweep
6179,tcp,domain_u,RSTR,88731,75598,0,2,3,4,1,0,6,0,1,1,2,1,5,0,0,1,312,391,0.54,0.69,0.68,0.53,0.67,0.22,0.01,94,39,0.29,0.5,0.81,0.16,0.79,0.08,0.77,0.01,ipsweep
9770,tcp,http,REJ,51351,71071,1,0,3,12,3,0,0,0,1,7,5,4,1,0,0,1,364,305,0.65,0.8,0.94,0.07,0.18,0.01,0.05,101,47,0.4,0.9,0.89,0.11,0.27,0.79,0.67,0.55,ipsweep
8064,tcp,private,SF,96968,60441,1,3,2,15,0,1,3,0,1,10,2,1,0,0,0,1,341,61,0.56,0.76,0.59,0.37,0.1,0.39,0.63,8,47,0.75,0.98,0.79,0.07,0.43,0.58,0.58,0.49,normal
2202,icmp,http,SH,6576,14486,0,0,1,5,0,1,7,1,1,10,0,2,3,0,0,1,210,320,0.2,0.59,0.31,0.2,0.19,0.11,0.19,125,113,0.82,0.95,0.93,0.42,0.84,0.03,0.95,0.54,neptune
4565,tcp,http,S0,25066,81577,1,1,1,17,3,0,9,0,1,8,2,4,3,0,1,1,41,33,0.54,0.31,0.64,0.5,0.88,0.1,0.37,25,71,0.41,0.25,0.46,0.19,0.14,0.36,0.56,0.13,ipsweep
3760,tcp,private,SH,81741,20026,0,2,1,2,1,0,6,1,1,7,3,3,2,0,0,0,69,49,0.66,0.01,0.14,0.41,0.55,0.65,0.33,167,164,0.52,0.35,0.29,0.61,0.46,0.74,0.06,0.88,ipsweep
5892,tcp,private,RSTR,76428,89813,0,3,1,20,0,1,4,1,0,10,3,2,1,0,1,1,9,419,0.18,0.3,0.93,0.28,0.84,0.98,0.6,37,144,0.49,0.3,0.29,0.23,0.99,0.1,0.07,0.41,normal
6526,icmp,http,SH,75744,32350,0,0,1,7,2,1,3,0,0,9,4,3,2,0,1,1,192,184,0.74,0.22,0.41,0.71,0.55,0.6,0.8,89,67,0.85,0.66,0.56,0.63,0.63,0.89,0.81,0.32,smurf
5355,udp,eco_i,RSTR,41399,3035,1,3,0,16,4,1,3,1,1,9,4,1,1,0,0,0,507,287,0.39,0.13,0.05,0.1,0.61,0.39,0.12,17,44,0.46,0.41,0.1,0.9,0.14,0.23,0.45,0.35,neptune
2972,tcp,private,SF,88946,86723,0,0,2,1,0,0,4,1,1,9,1,4,5,0,0,1,18,124,0.33,0.63,0.04,0.63,0.34,0.37,0.43,6,54,0.93,0.69,0.85,0.25,0.99,0.89,0.76,0.28,satan
1082,tcp,http,S0,92369,5202,0,3,2,14,3,1,0,0,0,10,4,0,3,0,0,1,126,60,0.13,0.24,0.54,0.52,0.16,0.83,0.78,114,51,0.3,0.32,0.86,0.33,0.06,0.14,0.4,0.69,portsweep
1452,udp,ftp,SF,17908,47062,0,3,1,3,4,0,7,1,1,6,2,0,5,0,1,0,2,209,0.01,0.46,0.83,0.2,0.42,0.27,0.2,241,125,0.28,0.88,0.16,0.27,0.73,0.56,0.7,0.11,warezclient
7963,icmp,ftp,REJ,54837,21067,1,3,0,4,2,0,9,1,1,1,2,3,5,0,1,0,355,154,0.46,0.88,0.78,0.4,0.16,0.84,0.22,5,154,0.57,0.81,0.35,0.34,0.39,0.59,0.95,0.04,smurf
2037,tcp,ftp,REJ,91115,27679,1,2,3,9,5,0,5,1,1,10,5,5,3,0,0,1,504,68,0.54,0.21,0.49,0.5,0.38,0.07,0.32,235,6,0.39,0.84,0.06,0.23,0.34,0.28,0.35,0.54,portsweep
3269,udp,eco_i,SH,14000,96510,1,1,0,6,4,0,10,0,0,2,0,3,2,0,1,1,413,185,0.82,0.67,0.11,0.98,0.4,0.43,0.5,147,146,0.98,0.79,0.82,0.64,0.89,0.62,0.28,0.69,neptune
3314,udp,eco_i,RSTR,55930,93548,1,2,2,0,3,0,0,0,1,4,1,3,4,0,0,1,443,445,0.05,0.61,0.01,0.36,0.08,0.49,0.33,188,84,0.22,0.99,0.97,0.09,0.16,0.62,0.13,0.82,back
3308,tcp,eco_i,S0,85810,39478,1,0,1,4,2,1,4,0,0,0,3,5,2,0,1,1,418,210,0.9,0.05,0.25,0.38,0.31,0.92,0.27,85,138,0.4,0.43,0.51,0.65,0.39,0.56,0.27,0.13,warezclient
9729,udp,private,REJ,12697,19051,1,1,1,6,1,1,9,0,0,2,5,0,1,0,0,1,177,143,0.35,0.73,0.73,0.71,0.82,0.01,0.34,157,164,0.14,0.85,0.82,0.17,0.2,0.14,0.34,0.75,teardrop
3504,icmp,eco_i,SF,87210,20271,0,0,0,17,1,1,3,0,1,5,4,1,3,0,0,1,178,339,0.65,0.31,0.0,0.8,0.44,0.25,0.95,134,125,0.66,0.76,0.74,0.78,0.67,0.57,0.39,0.76,back
4066,tcp,private,REJ,23636,81378,0,2,1,15,1,1,3,0,1,0,5,5,0,0,0,0,146,37,0.86,0.57,0.19,0.08,0.26,0.41,0.65,220,92,0.17,0.24,0.27,0.48,0.03,0.73,0.22,0.24,back
4261,tcp,smtp,S0,57926,51397,1,1,1,7,5,1,1,0,1,8,4,1,4,0,0,0,255,292,0.6,0.66,0.53,0.0,0.78,0.29,0.11,88,45,0.46,0.86,0.61,0.92,0.6,0.09,0.86,0.88,ipsweep
4590,udp,ftp,S0,70430,34666,0,2,0,8,2,0,2,0,1,5,2,0,1,0,0,0,255,511,0.4,0.01,0.82,0.17,0.46,0.05,0.46,40,78,0.0,0.11,0.85,0.85,0.08,0.03,0.31,0.6,warezclient
6160,tcp,domain_u,SF,30990,16444,0,2,1,20,3,0,3,0,0,2,0,5,2,0,1,0,397,458,0.96,0.11,0.71,0.92,0.3,0.2,0.48,131,167,0.44,0.15,0.91,0.26,0.61,0.44,0.76,0.85,neptune
7943,icmp,domain_u,S0,1388,99160,1,0,2,0,1,0,4,0,0,1,2,2,3,0,1,0,268,214,0.81,0.57,0.6,0.77,0.75,0.03,0.89,247,45,0.88,0.55,0.76,0.83,0.81,0.34,0.26,0.12,portsweep
2762,udp,http,S0,26057,1382,0,2,3,16,5,1,9,0,0,4,0,5,3,0,1,1,95,473,0.5,0.39,0.76,0.03,0.46,0.48,0.96,6,206,0.13,0.55,0.41,0.32,0.35,0.03,0.82,0.57,nmap
47,udp,domain_u,SH,83587,57310,1,1,0,10,2,0,10,1,0,3,4,1,2,0,0,0,162,34,0.49,0.99,0.77,0.83,0.22,0.19,0.2,246,248,0.38,0.45,0.48,0.81,0.78,0.2,0.4,0.72,satan
3998,icmp,private,SH,74585,38361,1,2,2,1,0,1,2,1,1,5,3,5,3,0,1,1,233,31,0.97,0.05,0.12,0.17,0.7,0.8,0.7,150,153,0.62,0.16,0.78,0.31,0.65,0.7,0.47,0.81,normal
3496,udp,eco_i,SF,38178,74966,1,3,0,1,0,0,10,1,0,4,3,3,4,0,1,0,88,325,0.08,0.35,0.46,0.96,0.43,0.4,0.71,247,95,0.38,0.06,0.35,0.37,0.41,0.22,0.49,0.86,normal
6299,icmp,domain_u,S0,85830,32882,1,2,1,15,3,1,7,1,1,3,3,4,5,0,1,1,265,176,0.66,0.19,0.96,0.6,0.99,0.6,0.86,179,110,0.61,0.11,0.2,0.54,0.08,0.71,0.38,0.68,warezclient
9421,icmp,domain_u,SH,90316,27033,0,0,0,7,0,0,6,1,1,7,2,3,0,0,1,0,30,227,0.97,0.62,0.14,0.13,0.69,0.23,0.24,24,95,1.0,0.05,0.85,0.75,0.32,0.53,0.11,0.69,warezclient
884,icmp,eco_i,RSTR,73012,84121,1,2,3,8,0,0,8,1,1,0,0,1,5,0,0,1,437,256,0.19,0.54,0.57,0.81,0.88,0.86,0.8,77,34,0.36,0.82,0.47,0.99,0.68,0.49,0.05,0.01,ipsweep
218,tcp,eco_i,REJ,65252,79155,1,2,2,4,4,0,5,0,1,8,4,2,0,0,1,0,115,365,0.51,0.67,0.07,0.01,0.27,0.03,0.11,36,134,0.28,0.33,0.56,0.07,0.68,0.86,0.22,0.19,teardrop
9370,udp,ftp,SF,26545,75219,1,3,3,11,1,1,6,0,1,7,1,0,3,0,0,1,103,406,0.28,0.41,0.36,0.87,0.34,0.64,0.09,63,152,0.61,0.03,0.22,0.71,0.8,0.25,0.11,0.32,portsweep
1348,tcp,domain_u,RSTR,36723,89680,0,3,1,1,4,0,6,1,0,7,2,1,5,0,1,0,420,44,0.22,0.6,0.95,0.22,0.57,0.52,0.59,254,28,0.78,0.88,0.6,0.84,0.08,0.86,0.67,0.32,normal
4589,tcp,private,RSTR,19985,57348,1,3,0,3,2,0,2,0,0,3,0,5,1,0,0,0,54,225,0.78,0.36,0.98,0.27,0.44,1.0,0.7,117,134,0.11,0.68,0.03,0.47,0.1,0.4,0.5,0.11,warezclient
8571,tcp,smtp,S0,29703,78444,1,1,3,4,1,1,9,1,0,9,2,3,5,0,1,1,251,342,0.59,0.48,0.27,0.3,0.7,0.69,0.43,126,110,0.31,0.64,0.69,0.38,0.99,0.76,0.48,0.04,portsweep
259,tcp,domain_u,REJ,50585,90805,1,0,0,5,4,1,6,1,0,3,5,0,1,0,0,0,257,199,0.05,0.07,0.76,0.76,0.28,0.63,0.24,41,61,0.31,0.72,0.81,0.23,0.14,0.94,0.85,0.64,nmap
3326,tcp,http,RSTR,68802,31676,0,2,3,1,5,1,9,0,1,8,3,3,0,0,1,0,228,199,0.98,0.6,0.21,0.94,0.93,0.71,0.21,185,218,0.37,0.01,0.95,0.73,0.05,0.11,0.32,0.04,smurf
352,udp,ftp,REJ,14812,43786,1,0,1,5,0,1,0,0,1,0,1,2,1,0,0,0,73,208,0.68,0.56,0.73,0.57,0.79,0.7,0.79,172,46,0.55,0.13,0.2,0.15,0.21,0.25,0.26,0.28,ipsweep
6291,udp,domain_u,SH,64939,67478,1,0,1,9,5,0,4,1,1,2,2,3,2,0,1,0,92,242,0.68,0.9,0.16,0.75,0.51,0.77,0.19,55,62,0.03,0.05,0.61,0.83,0.89,0.9,0.61,0.52,portsweep
8134,icmp,private,RSTR,62390,17076,1,0,0,10,5,0,6,1,0,9,4,4,5,0,1,1,327,464,0.36,0.08,0.03,0.03,0.21,0.28,0.46,151,124,0.11,0.17,0.0,0.56,0.07,0.29,0.1,0.19,portsweep
3466,icmp,private,REJ,21571,41853,0,0,1,17,5,0,2,1,0,9,3,2,0,0,1,1,294,43,0.25,0.6,0.91,0.79,1.0,0.31,0.72,104,143,0.03,0.51,0.02,0.75,0.47,0.48,0.32,0.02,ipsweep
3233,icmp,private,SH,40795,32415,1,3,3,0,3,0,4,1,1,0,0,2,4,0,0,1,488,238,0.26,0.03,0.04,0.38,0.73,0.37,0.96,236,171,0.69,0.82,0.38,0.17,0.35,0.99,0.27,0.26,teardrop
270,tcp,http,REJ,2304,51475,1,2,3,18,0,1,10,1,0,3,1,2,2,0,1,0,449,262,0.01,0.16,0.73,0.37,0.91,0.8,0.19,232,180,0.08,0.91,0.5,0.09,0.32,0.41,0.64,0.48,ipsweep
5768,udp,domain_u,S0,19611,48714,1,3,2,10,3,1,2,0,0,3,4,0,0,0,0,0,103,181,0.48,0.61,0.84,0.87,0.28,0.8,0.82,84,152,0.15,0.46,0.14,0.27,0.99,0.45,0.67,0.48,nmap
6025,udp,http,RSTR,36564,73297,0,0,2,11,1,1,1,0,1,4,0,1,3,0,0,0,456,162,0.85,0.57,0.79,0.22,0.68,0.08,0.68,5,2,0.32,0.84,0.23,0.74,0.68,0.54,0.5,0.18,neptune
9689,udp,http,REJ,36282,32252,0,1,3,12,2,1,9,0,0,4,2,4,4,0,0,1,472,384,0.58,0.37,0.14,0.84,0.3,0.7,0.7,30,8,0.36,0.74,0.31,0.48,0.54,0.15,0.61,0.87,nmap
3022,udp,smtp,REJ,43170,23512,0,1,1,13,3,1,10,1,1,3,4,3,3,0,0,1,148,265,0.56,0.35,0.38,1.0,0.51,0.68,0.36,154,28,0.5,0.32,0.78,0.11,0.79,0.75,0.23,0.22,satan
2188,tcp,ftp,RSTR,37519,9416,0,2,1,16,2,0,0,1,1,7,4,2,5,0,1,1,144,224,0.13,0.17,0.71,0.6,0.22,0.91,0.59,194,226,0.36,0.39,0.13,0.49,0.88,0.74,0.35,0.14,portsweep
5846,tcp,smtp,S0,93924,66965,1,2,0,0,1,1,2,1,0,8,5,3,0,0,1,0,187,508,0.07,0.42,0.78,0.75,0.84,0.67,0.32,137,6,0.58,0.65,0.57,0.61,0.86,0.54,0.22,0.22,nmap
5286,icmp,domain_u,SF,49710,80205,0,2,2,8,5,1,7,1,0,6,1,2,2,0,0,0,331,270,0.64,0.93,0.32,0.73,0.59,0.45,0.58,102,57,0.21,0.98,0.15,0.82,0.53,0.08,0.74,0.03,normal
6332,tcp,ftp,SH,72058,97244,1,1,1,13,1,0,9,1,0,2,4,4,4,0,1,1,244,298,0.96,0.58,0.55,0.31,0.22,0.45,0.4,199,214,0.18,0.15,0.42,0.21,0.79,0.96,0.06,0.72,portsweep
2516,udp,http,SH,79294,75323,0,0,3,17,5,1,4,1,0,5,3,5,5,0,0,1,99,232,0.72,0.66,0.22,0.56,0.51,0.74,0.32,135,195,0.0,0.94,0.41,0.51,0.14,0.89,0.67,0.8,warezclient
9348,tcp,domain_u,RSTR,93619,90415,0,0,3,16,0,0,1,1,0,10,0,4,5,0,0,1,155,389,0.77,0.93,0.18,0.37,0.54,0.69,0.67,55,56,0.41,0.48,0.23,0.74,0.02,0.32,0.87,0.68,ipsweep
9111,icmp,smtp,SH,65222,34531,1,0,3,4,5,1,2,0,1,7,3,5,5,0,1,1,188,168,0.5,0.83,0.73,0.38,0.51,0.94,0.41,114,102,0.79,0.69,0.39,0.55,0.38,0.28,0.27,0.43,warezclient
6501,udp,smtp,SH,94667,82199,0,3,3,14,0,0,0,1,1,7,2,0,0,0,0,1,167,301,0.21,0.59,0.5,0.26,0.94,0.03,0.09,64,218,0.86,0.53,0.11,0.49,0.82,0.77,0.96,0.76,warezclient
5807,icmp,domain_u,REJ,76405,69287,1,1,0,6,4,0,8,1,0,10,0,4,3,0,1,1,284,190,0.7,0.32,0.02,0.34,0.35,0.16,0.0,96,143,0.89,0.44,0.69,0.68,0.78,0.51,0.23,0.04,back
1429,tcp,eco_i,RSTR,65149,78416,0,3,0,17,2,1,2,0,0,8,0,2,5,0,1,1,75,418,0.47,0.84,0.1,0.45,0.63,0.66,0.59,232,96,0.82,0.14,0.89,0.63,0.26,0.25,0.07,0.12,satan
3288,tcp,http,S0,65281,46377,1,1,0,6,2,1,1,1,0,6,4,2,5,0,0,0,28,160,0.8,0.75,0.24,0.41,0.7,0.99,0.87,114,123,0.49,0.76,0.26,0.99,0.86,0.82,0.26,0.73,portsweep
7929,udp,ftp,REJ,99701,50832,0,1,2,1,1,1,2,0,0,5,0,1,2,0,0,1,73,354,0.28,0.98,0.13,0.01,1.0,0.06,0.71,93,179,0.88,0.64,0.23,0.72,0.54,0.95,0.92,0.63,nmap
2263,icmp,http,S0,38045,64349,1,0,0,4,1,0,8,0,0,8,0,4,0,0,1,1,358,474,0.26,0.49,0.25,0.95,0.72,0.72,0.48,165,20,0.97,0.27,0.71,0.97,0.6,0.6,0.93,0.55,normal
6258,tcp,smtp,S0,35830,43325,1,2,3,0,2,1,10,1,0,0,2,5,0,0,1,1,19,432,0.21,0.52,0.71,0.76,0.23,0.63,0.71,58,152,0.86,0.21,0.82,0.2,0.97,0.99,0.07,0.66,warezclient
7772,udp,http,REJ,93746,20389,0,3,3,11,3,1,7,1,1,8,4,4,3,0,0,1,260,414,0.99,0.68,0.59,0.82,0.11,0.39,0.23,195,60,0.19,0.51,0.41,0.07,0.89,0.77,0.33,0.05,back
6215,icmp,http,REJ,66824,91627,0,3,2,5,4,1,4,0,1,0,0,3,3,0,1,1,78,330,0.12,0.59,0.68,0.52,0.41,0.36,0.18,191,45,0.34,0.53,0.48,0.6,0.28,0.6,0.21,0.23,warezclient
